Ticker,Description,Shares Float,Market Capitalization,Pre-market Change %,Pre-market High,Pre-market Volume,Volume,Volume*Price,Open,Post-market Open,High,Low,Volatility,Change %,Sector,Volatility Month
ESTA,Establishment Labs Holdings Inc.,22070375.03,1718258695,,,,145839,9736211.64,64.82,66.76,67.11,64.18,4.56528514,2.32985898,Health Technology,3.54390697
AOSL,Alpha and Omega Semiconductor Limited,22075320.66,862597345.7,0.37504262,29.44,3730,432923,13585123.74,29.29,31.38,31.48,29.185,7.86362858,6.98943062,Electronic Technology,3.68705933
EGGF,EG Acquisition Corp.,22130010,289968755,,,,13866,142958.46,10.32,,10.32,10.28,0.38910506,0.09708738,Finance,0.10554398
LCW,Learn CW Investment Corporation,22215907,304750003,,,,6426,68115.6,10.49,,10.7,10.49,2.27931363,1.3297135,Finance,0.71987717
IIIV,"i3 Verticals, Inc.",22293348.66,758506315.6,1.05448155,23,200,95572,2178085.88,22.7,22.79,23.03,22.5503,2.12724443,0.13181019,Technology Services,2.9051417
SMHI,SEACOR Marine Holdings Inc.,22345863.86,288581063.1,,,,193426,2059986.9,10.32,10.65,10.9375,10.08,8.50694444,2.20729367,Transportation,5.13296072
TCMD,"Tactile Systems Technology, Inc.",22375919.46,578345182.6,,,,330563,8227713.07,24.42,24.89,25.38,24.1,5.31120332,1.92465192,Health Technology,4.11776388
INGN,"Inogen, Inc",22428405.4,260115477.8,,,,628339,7068813.75,10.6,11.25,11.305,10.37,9.01639344,5.93220339,Health Technology,4.69148209
CSTE,Caesarstone Ltd.,22477813.67,163219547.1,,,,190280,900024.4,4.71,4.73,4.81,4.53,6.18101545,0.63829787,Non-Energy Minerals,4.59693845
CITE,Cartica Acquisition Corp,22489998,305900011,,,,426078,4533469.92,10.75,,10.91,10.631,2.91600038,0.37735849,Finance,0.8185812
IVCP,Swiftmerge Acquisition Corp.,22500000,291656262.1,,,,12666,131346.42,10.33,,10.54,10.31,2.23084384,0.58195926,Finance,1.99378982
CACI,"CACI International, Inc.",22534968.14,7474300391,,,,171948,56385188.16,325.55,327.92,330,323.0359,2.1558285,0.68470018,Technology Services,1.67064589
PGRU,PropertyGuru Group Limited,22584800.7,739740222.4,,,,8296,37746.8,4.34,4.55,4.55,4.34,4.83870968,0.4415011,Technology Services,2.63524491
TGLS,Tecnoglass Inc.,22600527.14,2340314470,0.92514718,48,750,556944,27340380.96,47.61,49.09,49.5719,47.5,4.36189474,3.21698907,Producer Manufacturing,4.22252865
HNRG,Hallador Energy Company,22617195.43,298233120.9,0.12106538,8.27,378,292490,2632410,8.26,9,9.07,8.13,11.56211562,8.95883777,Energy Minerals,4.11578469
ECPG,Encore Capital Group Inc,22633287.62,1191939595,,,,240747,12220317.72,48.69,50.76,50.85,48.22,5.45416839,3.99508297,Finance,3.10094003
ETD,Ethan Allen Interiors Inc.,22774777.24,710234494.4,,,,169706,4753465.06,27.55,28.01,28.02,27.365,2.39356843,1.66969147,Consumer Durables,2.31267173
CBRG,Chain Bridge I,22795346,294966391.4,,,,135025,1411011.25,10.45,,10.46,10.44,0.57471264,0.48076923,Finance,0.123771
SVII,Spring Valley Acquisition Corp. II,22799992,322460003,,,,250522,2634238.83,10.51,,10.515,10.51,0.14272122,0.14285714,Finance,0.12832961
PJT,PJT Partners Inc.,22851800.71,1786146462,,,,158415,11409048.3,71.39,72.02,72.37,71.3,1.50070126,0.36231884,Finance,2.02430618
THCP,"Thunder Bridge Capital Partners IV, Inc.",22971511.15,305766038.8,1.48957299,10.22,1300,34772,351892.64,10.29,10.12,10.3,10.08,2.28174603,0.49652433,Finance,0.73869811
NEWT,"NewtekOne, Inc.",22976877.56,418838899.6,0.24125452,16.62,1491,648175,11031938.5,16.69,17.02,17.15,16.48,4.06553398,2.65379976,Commercial Services,4.33949255
IPA,ImmunoPrecise Antibodies Ltd.,22978370.07,77798595.76,,,,57439,179209.68,2.95,,3.1899,2.86,11.53496503,6.3032368,Non-Energy Minerals,7.87026378
RENE,Cartesian Growth Corporation II,23000000,305468751,,,,384173,4081838.125,10.62,,10.63,10.615,0.14130947,0.04613893,Finance,2.42869513
HCKT,"The Hackett Group, Inc.",23027189.15,591911670.7,,,,113382,2468326.14,21.46,21.77,21.85,21.27,2.72684532,1.444548,Commercial Services,2.02441925
BDTX,"Black Diamond Therapeutics, Inc.",23040801.57,73755390.39,-0.5,1.99,100,28931,58440.62,1.96,2.02,2.12,1.95,8.71794872,1,Health Technology,8.94558945
ATOM,Atomera Incorporated,23126217.04,215070398.7,2.18140069,8.9,300,181777,1601455.37,8.72,8.81,8.86,8.5,4.23529412,1.14810563,Commercial Services,6.01624206
ALTG,Alta Equipment Group Inc.,23334907.76,525658129.6,,,,161965,2630311.6,16,16.24,16.33,15.67,4.21186981,0.86956522,Distribution Services,3.66247414
RXST,"RxSight, Inc.",23335540.64,882169614.7,,,,421771,10949175.16,25.62,25.96,26.42,25.01,5.6377449,1.4458773,Electronic Technology,4.35942521
EHTH,"eHealth, Inc.",23376149.84,257421646.1,,,,293984,2731111.36,8.88,9.29,9.55,8.88,7.77027027,4.85327314,Finance,7.8293217
MEDP,"Medpace Holdings, Inc.",23412146.13,6871136820,-0.42827518,222,248,412981,93040489.49,220.44,225.29,226.11,219.19,3.15707833,1.56433144,Commercial Services,2.80937639
OBIO,"Orchestra BioMed Holdings, Inc.",23559714.74,364701871.4,,,,109693,1118868.6,9.27,10.2,10.2,9.25,11.56756757,11.7196057,Health Technology,11.96237327
CGEM,"Cullinan Oncology, Inc.",23591545.83,514447131.3,,,,463215,6054220.05,12.94,13.07,13.52,12.815,5.50136559,0.1532567,Health Technology,6.71493924
IBP,"Installed Building Products, Inc.",23613541.39,3630948151,,,,181256,23169954.48,127.11,127.83,129.705,126.76,2.3232881,0.84411486,Industrial Services,3.29349932
FNGR,"FingerMotion, Inc.",23818354.19,122171868.6,12.37623762,2.48,44743,1351375,3175731.25,2.21,2.35,2.58,2.02,27.72277228,16.33663366,Technology Services,11.97464111
PLMR,"Palomar Holdings, Inc.",23875515.79,1456919895,,,,153559,9000092.99,56.13,58.61,58.97,55.66,5.94681998,4.45553377,Finance,4.33243208
FRGI,"Fiesta Restaurant Group, Inc.",23895709.78,226235386.5,,,,118495,1028536.6,8.66,8.68,8.965,8.64,3.76157407,0.34682081,Consumer Services,4.69390267
ANAB,"AnaptysBio, Inc.",23923292.01,511203728.9,,,,227092,4382875.6,18.75,19.3,19.36,18.375,5.36054422,2.93333333,Health Technology,3.55761492
IPSC,"Century Therapeutics, Inc.",23989017.5,206745442.1,,,,243625,845378.75,3.21,3.47,3.57,3.11,14.79099678,8.4375,Health Technology,6.38493793
OPRT,Oportun Financial Corporation,24008123.04,191806037.2,,,,224302,1269549.32,5.51,5.66,5.69,5.34,6.55430712,1.79856115,Finance,6.92414311
ZAPP,Zapp Electric Vehicles Group Limited,24086318.75,118695708,,,,56710,121359.4,2.17,2.14,2.3,2,15,2.88461538,Finance,11.08301457
MAX,"MediaAlpha, Inc.",24090307.13,610620923.9,-0.10460251,9.55,100,155078,1490299.58,9.48,9.61,9.75,9.46,3.06553911,0.52301255,Technology Services,5.67854566
HSTM,"HealthStream, Inc.",24164309.7,759085518.8,,,,89154,2205669.96,24.71,24.74,24.88,24.53,1.4268243,0.16194332,Technology Services,1.97199582
DNAD,Social Capital Suvretta Holdings Corp. IV,24205006.12,329742584,,,,25752,266275.68,10.34,,10.34,10.32,0.19379845,0.19379845,Finance,0.10829057
EBIX,"Ebix, Inc.",24225183.43,714132259,,,,317522,7337933.42,22.66,23.11,23.43,22.415,4.52821771,2.03090508,Technology Services,5.18646378
EVEX,"Eve Holding, Inc.",24231645.61,2699013109,,,,80767,810093.01,9.87,10.03,10.75,9.68,11.05371901,1.93089431,Electronic Technology,7.29027492
AZZ,AZZ Inc.,24384855.77,994118270.2,,,,104302,4148090.54,39.02,39.77,40.22,38.72,3.87396694,1.40234574,Producer Manufacturing,2.68359128
LFUS,"Littelfuse, Inc.",24391087.42,6923927185,,,,139458,38885771.43,271.08,278.835,279.4,270.11,3.43933953,2.59584958,Electronic Technology,2.21115578
KNOP,KNOT Offshore Partners LP,24398897.55,187647796,,,,183803,994374.23,5.27,5.41,5.41,5.23,3.4416826,1.88323917,Transportation,4.65702082
METCV,"Ramaco Resources, Inc.",24414534.53,350417284.7,,,,9947,78480.8353,7.16,,7.8899,7.16,14.24441341,14.84570597,Energy Minerals,10.19413408
METC,"Ramaco Resources, Inc.",24414534.53,422815276.4,-0.33296337,9.28,1400,545755,5195587.6,8.96,9.52,9.718,8.82,10.1814059,5.66037736,Energy Minerals,4.88056684
XAIR,"Beyond Air, Inc.",24433232.86,186265185.6,1.96721311,6.22,1250,508714,3148939.66,6.11,6.19,6.36,6.035,5.38525269,1.47540984,Health Technology,4.77995159
BBCP,"Concrete Pumping Holdings, Inc.",24442441.37,409441508.2,0.67114094,7.5,100,148805,1110085.3,7.46,7.46,7.53,7.43,1.34589502,0.13422819,Industrial Services,3.20568636
TGAN,"Transphorm, Inc.",24461186.15,235687921.1,,,,42478,168637.66,3.86,3.97,4.06,3.86,5.18134715,1.53452685,Electronic Technology,7.50312657
GFGD,The Growth for Good Acquisition Corporation,24575003.1,337868499,0.09606148,10.42,400,46148,480862.16,10.42,,10.43,10.42,0.19193858,0.09606148,Finance,0.09979725
LKFN,Lakeland Financial Corporation,24579015.71,1377847166,,,,160901,8717616.18,53.72,54.18,54.375,53.04,2.51696833,0.35191702,Finance,3.89926569
EBF,"Ennis, Inc.",24596104.7,535933280.4,7.93573515,22.17,525,119872,2484946.56,21.16,20.73,21.4599,20.72,4.43967181,0.92502434,Commercial Services,1.92173388
SLVR,SilverSPAC Inc.,24630500,323437491,,,,19065,197322.75,10.39,,10.39,10.34,0.48355899,0.05220115,Finance,0.28423168
IVAC,"Intevac, Inc.",24634151.29,100326964.9,,,,254048,983165.76,3.72,3.87,3.91,3.69,5.96205962,4.31266846,Electronic Technology,4.84983429
ASLE,AerSale Corporation,24643998.52,768320777.9,0,15.21,2077,893138,13397070,14.91,15,15.14,14.7,2.99319728,0.06671114,Distribution Services,2.77259506
ESLT,Elbit Systems Ltd.,24722689.71,9305467414,1.58699345,209.76,671,18102,3798342.66,207.2,209.83,210.315,207.2,2.05839768,1.83450619,Electronic Technology,1.50824304
HRBR,"Harbor Diversified, Inc.",24749972,100687465.8,,,,42274,95116.5,2.25,,2.255,2.23,1.12107623,0.44642857,Health Technology,3.44405296
CAPR,"Capricor Therapeutics, Inc.",24750148.7,122559142.1,-1.05708245,4.86,300,125533,608835.05,4.72,4.85,4.923,4.72,4.30084746,2.53699789,Health Technology,4.36300928
NOA,North American Construction Group Ltd.,24840901.99,546527809.2,,,,83077,1631632.28,19.6,19.64,19.68,19.51,0.87134803,0.51177073,Non-Energy Minerals,1.90481855
LYTS,LSI Industries Inc.,24847438.64,345801690.2,2.25752508,12.23,200,191450,2333775.5,11.96,12.19,12.22,11.87,2.94860994,1.92307692,Producer Manufacturing,3.52259764
LFMD,"LifeMD, Inc.",24849932.59,115385992.2,3.26409496,3.48,494,307843,1095921.08,3.45,3.56,3.6,3.41,6.74486804,5.6379822,Health Services,7.93649051
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",24873225.02,209958119.3,,,,241839,1922620.05,7.63,7.95,8.0845,7.53,7.36387782,2.58064516,Health Technology,4.67396179
AFTR,AfterNext HealthTech Acquisition Corp.,24875000,324375005,,,,202971,2106838.98,10.3501,10.38,10.38,10.35,0.38647343,0.3868472,Finance,0.18303589
AVAV,"AeroVironment, Inc.",24936932.26,2404882444,-0.40477205,96.8,281,166526,15851609.94,93.42,95.19,95.4,93.42,2.1194605,1.39539838,Electronic Technology,3.45575611
ZIMV,ZimVie Inc.,25088357.38,317096441.4,,,,359906,4326070.12,11.57,12.02,12.06,11.475,5.09803922,2.9991431,Health Technology,4.46237936
INOD,Innodata Inc.,25148907.3,335283293.1,-1.64321608,12.0986,266,486590,5921800.3,11.95,12.17,12.58,11.61,8.35486649,1.92629816,Technology Services,10.5686553
MOND,"Mondee Holdings, Inc.",25211638.78,733255060.1,,,,252847,2207354.31,8.5,8.73,9.01,8.5,6,2.70588235,Consumer Services,6.78298846
VRCA,Verrica Pharmaceuticals Inc.,25226682.59,252162745.7,,,,147031,883656.31,5.95,6.01,6.08,5.8701,3.57574828,1.17845118,Health Technology,6.07698753
SMWB,Similarweb Ltd.,25285982.58,519749679.8,-2.20913108,6.65,200,94220,640696,6.71,6.8,6.86,6.62,3.62537764,0.14727541,Technology Services,5.21578806
GGAA,Genesis Growth Tech Acquisition Corp.,25300000,368104166.3,1.20585702,11.75,239,9809,116236.65,11.91,,12.2999,11.65,5.92188841,2.06718346,Finance,9.48391366
TTGT,"TechTarget, Inc.",25335174.39,966783218.2,,,,205135,7064849.4,34.28,34.44,34.89,33.7,3.53115727,0.02904444,Technology Services,3.84578456
PFTA,Portage Fintech Acquisition Corporation,25452384.83,334904563.5,,,,100921,1043523.14,10.34,,10.34,10.34,0.0967118,0.09680542,Finance,0.20611882
CMTL,Comtech Telecommunications Corp.,25465712.01,236178241.4,0.83234245,8.48,300,598901,5072691.47,8.44,8.47,8.69,8.36,3.94736842,0.71343639,Electronic Technology,5.66458886
CSTL,"Castle Biosciences, Inc.",25520112.45,353659549.1,0,13.18,700,422013,5591672.25,13.03,13.25,13.59,12.78,6.33802817,0.53110774,Health Technology,12.8637382
TTSH,"Tile Shop Holdings, Inc.",25622572.42,242658227.4,,,,106899,581530.56,5.38,5.44,5.5,5.355,2.70774977,1.30353818,Retail Trade,4.21195958
MTRX,Matrix Service Company,25644843.4,150653563.4,,,,65268,363542.76,5.52,5.57,5.68,5.381,5.55658799,0.36036036,Industrial Services,4.20000951
GHRS,GH Research PLC,25832176.74,652341410.6,6.24457936,12.25,100,36941,463240.14,11.58,,12.54,11.51,8.94874023,8.75975716,Health Technology,6.27763447
ATRO,Astronics Corporation,25838883.81,596454823.9,,,,91213,1667373.64,17.87,18.28,18.5,17.61,5.05394662,2.23713647,Electronic Technology,3.0010312
PRLB,"Proto Labs, Inc.",25857793.86,929410609.4,,,,140213,4973355.11,34.34,35.47,35.62,34.34,3.72743157,2.36652237,Process Industries,3.04982505
IVCA,Investcorp India Acquisition Corp.,25875000,344460937.5,,,,401838,4279574.7,10.67,10.65,10.68,10.65,0.46948357,0.18814675,Finance,0.4255348
FF,FutureFuel Corp.,25894204.04,375488615.9,,,,239669,2056360.02,8.49,8.58,8.705,8.37,4.00238949,0.82256169,Process Industries,3.40411847
TASK,"TaskUs, Inc.",26082572.06,1133143038,-0.44014085,11.31,250,492213,5744125.71,11.27,11.67,11.745,11.1,5.81081081,2.72887324,Commercial Services,5.03437944
SRI,"Stoneridge, Inc.",26149768.37,493038894.7,,,,120548,2160220.16,17.61,17.92,17.92,17.25,3.88405797,0.8441193,Producer Manufacturing,2.99533975
NIR,"Near Intelligence, Inc.",26235041.79,101176514.7,6.09137056,2.31,3683,109622,219244,2.08,2,2.08,1.81,14.91712707,1.52284264,Technology Services,12.44939998
EYPT,"EyePoint Pharmaceuticals, Inc.",26247642.37,236683286.2,3.97553517,6.8,1200,316144,2181393.6,6.6,6.9,6.99,6.59,6.82852807,5.50458716,Health Technology,7.04123291
PLUS,ePlus inc.,26261359.27,1518971109,,,,110692,6267381.04,55.42,56.62,57.05,55.305,3.15523009,1.4513528,Technology Services,3.18993657
AEHR,Aehr Test Systems,26312018.7,1117942395,-1.57360406,39.2975,1697,952741,37585632.45,38.69,39.45,40.69,38.1,6.79790026,0.12690355,Electronic Technology,6.22013813
MVLA,Movella Holdings Inc.,26493280.02,132359317.2,-1.62601626,2.42,2876,246253,640257.8,2.42,2.6,2.6,2.3401,11.10636298,5.69105691,Producer Manufacturing,15.27174113
CNTY,"Century Casinos, Inc.",26507302.99,216894773,,,,46301,331052.15,7.04,7.15,7.18,6.94,3.45821326,1.70697013,Consumer Services,3.44405165
MCY,Mercury General Corporation,26554595.28,1707091925,,,,282217,8700750.11,30.53,30.83,31.49,30.17,4.37520716,0.68582626,Finance,2.9105612
PANL,Pangaea Logistics Solutions Ltd.,26555336.63,322013676.2,0,6.72,250,471026,3264210.18,6.73,6.93,6.955,6.56,6.02134146,3.125,Miscellaneous,3.01947451
VERA,"Vera Therapeutics, Inc.",26585916.59,666129675.4,13.5975136,14.9753,75221,3667783,55200134.15,14.6,15.05,15.9,13.88,21.82997118,16.93861694,Health Technology,10.60661619
PPYA,Papaya Growth Opportunity Corp. I,26617373.87,197714320.2,,,,30228,318603.12,10.54,,10.5401,10.54,0.19070209,0.19011407,Finance,0.1378561
RYI,Ryerson Holding Corporation,26678609.23,1407126387,-1.03225806,38.35,100,278670,10962877.8,38.49,39.34,39.36,38,3.57894737,1.52258065,Non-Energy Minerals,3.058977
TRDA,"Entrada Therapeutics, Inc.",26707249.1,498287248,,,,146463,2198409.63,14.99,15.01,15.58,14.39,8.26963169,1.07744108,Health Technology,9.57898328
STC,Stewart Information Services Corporation,26782124.02,1187886265,,,,141573,6172582.8,43.11,43.6,43.98,42.34,3.87340576,0.85588712,Finance,2.78495547
RZLT,"Rezolute, Inc.",26841022.88,82125478.76,,,,16523,36846.29,2.16,2.23,2.23,2.14,4.20560748,1.82648402,Health Technology,6.68844878
LAD,"Lithia Motors, Inc.",26864352.49,7611703142,,,,302250,83575147.5,270.55,276.51,277.53,270.175,2.72230961,1.7366349,Retail Trade,3.2424504
MIRM,"Mirum Pharmaceuticals, Inc.",26932067.04,1077441169,,,,489965,13880708.45,27.61,28.33,28.41,27.19,4.48694373,2.83121597,Health Technology,4.39271315
PACI,PROOF Acquisition Corp I,27025809.6,363285012,,,,77817,819413.01,10.53,,10.53,10.53,0.18993352,0.19029496,Finance,0.97473146
PLXS,Plexus Corp.,27040737.54,2668167463,,,,130343,12579402.93,95.95,96.51,97.09,94.86,2.35083281,0.36397671,Electronic Technology,2.27687661
RTC,Baijiayun Group Ltd - Class,27064315.85,712179335.2,,,,5169,43936.5,8.47,,8.51,8.41,1.18906064,0.59171598,Technology Services,5.53770416
PSFE,Paysafe Limited,27106297.54,691091468,,,,669648,7553629.44,10.67,11.28,11.31,10.49,7.81696854,5.02793296,Commercial Services,5.5176756
MSGE,Madison Square Garden Entertainment Corp.,27108799.37,2052070835,,,,284092,11261406.88,38.66,39.64,40,38.06,5.09721492,1.58892875,Consumer Services,6.52298589
VTOL,"Bristow Group, Inc.",27147536.02,738577232,,,,335585,8849376.45,25.72,26.37,26.73,25.57,4.53656629,1.42307692,Transportation,3.53219175
PNTG,"The Pennant Group, Inc.",27180635.08,381564238.1,,,,78535,1007604.05,12.75,12.83,12.97,12.51,3.67705835,0.39123631,Health Services,4.17410828
RAPT,"RAPT Therapeutics, Inc.",27217759.95,723649894.1,,,,514591,10842432.37,20.01,21.07,21.36,19.16,11.4822547,4.51388889,Health Technology,5.70406798
AAOI,"Applied Optoelectronics, Inc.",27221107.22,151817545.6,3.91752577,5.37,234678,8224477,42767280.4,5.05,5.2,5.67,5.0466,16.24856339,7.21649485,Electronic Technology,9.3850784
GDEV,Nexters Inc.,27259901.85,1444444702,,,,51288,376966.8,6.66,7.35,7.35,6.65,10.52631579,6.21387283,Technology Services,8.56555794
MHO,"M/I Homes, Inc.",27294741.57,2197132466,,,,273152,21565350.4,78.58,78.95,79.9,78.4,2.00255102,0.79152304,Consumer Durables,2.44845474
CMG,"Chipotle Mexican Grill, Inc.",27397223.2,56553655122,,,,246671,505626215.8,2035.96,2049.8,2056.965,2034.68,1.18175831,0.83033272,Consumer Services,1.39885037
AVD,American Vanguard Corporation,27463908.17,509764303.3,,,,219707,3807522.31,17.03,17.33,17.49,16.905,3.46051464,1.52314001,Process Industries,2.61160746
GRPH,"Graphite Bio, Inc.",27475757.45,167336497.6,,,,121038,348589.44,2.73,2.88,2.95,2.72,8.45588235,3.97111913,Health Technology,5.09391112
SCHL,Scholastic Corporation,27556525.44,1308706900,,,,142562,5645455.2,39.3,39.6,39.67,38.79,2.26862593,0.94315575,Consumer Services,2.68801191
AN,"AutoNation, Inc.",27581907.94,6842171529,-0.44247788,148.5,200,517676,77661753.52,149.13,150.02,152.15,148.52,2.44411527,0.57656208,Retail Trade,3.16660078
PRST,"Presto Automation, Inc.",27728761.48,236589434,0,4.12,2431,822552,3742611.6,3.97,4.55,4.55,3.91,16.36828645,16.07142857,Technology Services,17.19596153
ABOS,"Acumen Pharmaceuticals, Inc.",27753931.43,244099129,2.73972603,6,100,181070,1077366.5,5.86,5.95,6.06,5.555,9.09090909,1.88356164,Health Technology,8.82012977
RLMD,"Relmada Therapeutics, Inc.",27755616.09,86083717.5,,,,324670,928556.2,2.6,2.86,2.995,2.49,20.2811245,10,Health Technology,8.53181343
BZH,"Beazer Homes USA, Inc.",27771655.22,717847465,,,,308698,7069184.2,22.38,22.9,22.97,22.305,2.98139431,2.64455401,Consumer Durables,2.86212889
HROW,"Harrow Health, Inc.",27809594.3,569908172.1,4.0888651,19.4438,1500,679102,12848609.84,18.55,18.92,19.06,18.05,5.59556787,1.28479657,Health Technology,5.94110605
KAMN,Kaman Corporation,27840029.38,669179701.3,0.08952551,22.36,215,181220,4303975,22.29,23.75,23.93,22.29,7.35755944,6.31154879,Electronic Technology,3.48700497
NB,NioCorp Developments Ltd.,27904714.06,157755859.9,0,5.23,2000,211033,1095261.27,5.01,5.19,5.25,4.98,5.42168675,2.36686391,Non-Energy Minerals,5.12538235
SEMR,"SEMrush Holdings, Inc.",27908325.76,1276403864,,,,1015589,9130145.11,8.7,8.99,9,8.59,4.77299185,2.62557078,Technology Services,5.6673922
HRI,Herc Holdings Inc.,27958594.4,3699204741,,,,282036,36625194.96,126,129.86,130.3,124.98,4.25668107,2.17955779,Finance,3.83551867
MOG.A,Moog Inc.,28093683.26,3426877077,,,,80303,8634178.56,107.73,107.52,108.16,106.15,1.89354687,0.35467612,Electronic Technology,2.88361902
DLTH,Duluth Holdings Inc.,28183690.74,200441201.3,,,,50229,291328.2,5.76,5.8,5.87,5.75,2.08695652,0.17271157,Retail Trade,4.70794102
HRZN,Horizon Technology Finance Corporation,28221048.34,344738898,0.50718512,11.89,554,323344,3889828.32,11.87,12.03,12.05,11.79,2.20525869,1.69061708,Miscellaneous,2.2380214
DY,"Dycom Industries, Inc.",28279609.99,3107000069,,,,238771,25297787.45,104.76,105.95,107.2514,104.76,2.37819779,0.24600246,Industrial Services,3.50948239
ENTF,Enterprise 4.0 Technology Acquisition Corp.,28340981.3,238813768.1,,,,5304,56381.52,10.63,,10.63,10.63,0.04703669,0.04705882,Finance,0.01143698
CCS,"Century Communities, Inc.",28344298.61,2247896382,0.54542845,70.05,400,128731,9035628.89,69.86,70.19,71.1,69.62,2.12582591,0.74637577,Consumer Durables,2.52970584
PRME,"Prime Medicine, Inc.",28524986.29,1477881888,,,,1099468,16711913.6,14.65,15.2,15.33,14.29,7.27781666,1.94500335,Health Technology,6.24714272
PHAT,"Phathom Pharmaceuticals, Inc.",28602384.01,682048892.5,,,,387908,4833333.68,12.01,12.46,12.56,11.62,8.08950086,2.97520661,Health Technology,5.06746101
INSP,"Inspire Medical Systems, Inc.",28648635.84,9134939888,,,,410011,128390844.5,307.64,313.14,315.44,306,3.08496732,0.55876686,Health Technology,3.02679011
NVMI,Nova Ltd.,28697281.64,3246764957,,,,138753,15683251.59,112.8,113.03,113.72,111.51,1.98188503,0.03540136,Electronic Technology,2.82218568
STOK,"Stoke Therapeutics, Inc.",28709621.96,610685536.7,,,,538510,7442208.2,13,13.77,13.87,12.82,8.19032761,6.30769231,Health Technology,6.24589471
ALPN,"Alpine Immune Sciences, Inc.",28831570.86,571273087.7,,,,395645,4712131.95,11.28,11.91,11.97,10.97,9.11577028,5.58510638,Health Technology,6.40442892
CVGI,"Commercial Vehicle Group, Inc.",28936630.18,329377634.6,,,,299453,2946617.52,9.66,9.84,10,9.61,4.05827263,0.71647902,Producer Manufacturing,4.0067603
RE,"Everest Re Group, Ltd.",28970447.95,13853942323,0.79750248,355.16,100,342827,120928796,354.42,352.57,355,347.045,2.29220994,0.1106854,Finance,2.42671709
AURA,"Aura Biosciences, Inc.",28997819.05,484219293.1,,,,86740,1111139.4,12.69,12.81,12.86,12.522,2.69924932,0.94562648,Health Technology,5.27045873
ITOS,"iTeos Therapeutics, Inc.",29004754.1,511421484.6,,,,282512,4039921.6,14.15,14.3,14.44,13.73,5.17115805,0.98870056,Health Technology,6.88646228
WING,Wingstop Inc.,29152577.13,5688990568,,,,479437,91011525.71,188.11,189.83,190.87,187.42,1.8407854,0.88218101,Consumer Services,2.91215926
CECO,CECO Environmental Corp.,29173139.16,455905858.3,,,,234210,3086887.8,13.18,13.18,13.6,12.93,5.18174787,0.07593014,Producer Manufacturing,4.09315902
AUGX,"Augmedix, Inc.",29187266.83,186516699.2,,,,220152,1001691.6,4.5,4.55,4.705,4.33,10.73903002,7.31132075,Commercial Services,8.35062209
CAAP,Corporacion America Airports SA,29392793.4,1732285575,,,,214481,2309960.37,10.5,10.77,10.79,10.47,3.05635148,2.08530806,Transportation,3.404403
INBX,"Inhibrx, Inc.",29441731.51,1185038078,,,,358013,9727213.21,26,27.17,27.35,25.39,7.71957464,3.70229008,Health Technology,7.02012874
BMEA,"Biomea Fusion, Inc.",29446636.55,1300093118,0.8297568,35.24,1100,854891,31177874.77,34.59,36.47,37.09,34.59,7.22752241,4.3490701,Health Technology,6.43094381
STRL,"Sterling Infrastructure, Inc.",29485417.52,1619844909,,,,228075,11999025.75,51.87,52.61,53,51.61,2.6932765,1.44620131,Industrial Services,3.15863886
GASS,"StealthGas, Inc.",29528113.6,147017209.6,2.65486726,3.5,29532,1341839,5125824.98,3.5,3.82,3.84,3.38,13.60946746,12.68436578,Transportation,4.02986087
BOOT,"Boot Barn Holdings, Inc.",29555781.16,2366435019,,,,769941,60917731.92,76.52,79.12,79.53,76.52,3.93361213,2.72656453,Retail Trade,3.83541453
ANIX,"Anixa Biosciences, Inc.",29570394.44,106091783.6,,,,51089,174979.825,3.39,3.425,3.47,3.28,5.79268293,0.73529412,Health Technology,7.16913482
REVG,"REV Group, Inc.",29696612.61,772248369.5,4.31765613,13.53,5000,229360,2977092.8,12.95,12.98,13.08,12.68,3.15457413,0.077101,Consumer Durables,4.12376035
AAN,"Aarons Holdings Company, Inc.",29811750.24,413249449.5,,,,300124,4012657.88,13.21,13.37,13.5,13.05,3.44827586,0.37537538,Retail Trade,4.23612333
OUST,"Ouster, Inc.",29989479.66,216585577.2,-0.54844607,5.5976,6344,819999,4575594.42,5.39,5.58,5.7,5.11,11.54598826,2.01096892,Electronic Technology,10.87481098
ROCK,"Gibraltar Industries, Inc.",30033439.91,1789375646,,,,131038,7710275.92,58.12,58.84,59.72,57.83,3.2681999,1.23881624,Producer Manufacturing,3.0552871
ENVA,"Enova International, Inc.",30057039.83,1633404245,,,,181029,9473247.57,51.93,52.33,52.39,51.685,1.36403212,0.30668967,Finance,2.64449162
PDFS,"PDF Solutions, Inc.",30116274.04,1694267066,0,43.81,101,106835,4781934.6,43.83,44.76,44.78,43.21,3.63341819,2.16845469,Technology Services,2.8303267
BKE,"Buckle, Inc. (The)",30182747.47,1721060816,,,,467962,15962183.82,33.89,34.11,34.48,33.69,2.34490947,0.38257799,Retail Trade,2.86427344
APYX,Apyx Medical Corporation,30187999.01,242876699.2,0,6.96,516,271813,1908127.26,6.98,7.02,7.1,6.44,10.2484472,0.86206897,Health Technology,7.45594194
SCPH,scPharmaceuticals Inc.,30223065.28,392029037.9,,,,376495,4126385.2,10.54,10.96,11.05,10.1928,8.40985794,2.42990654,Health Technology,6.10057276
